행정구역,2020년11월_계_총인구수,2020년11월_계_연령구간인구수,2020년11월_계_0세,2020년11월_남_총인구수,2020년11월_남_연령구간인구수,2020년11월_남_0세,2020년11월_여_총인구수,2020년11월_여_연령구간인구수,2020년11월_여_0세
경기도 수원시 팔달구 화서1동(4111568000),"23,319",89,89,"11,330",44,44,"11,989",45,45
경기도 수원시 팔달구 화서2동(4111569000),"26,859",126,126,"13,212",69,69,"13,647",57,57
경기도 수원시 팔달구 지동(4111570000),"11,336",25,25,"5,763",13,13,"5,573",12,12
경기도 수원시 팔달구 우만1동(4111571000),"20,518",61,61,"10,205",30,30,"10,313",31,31
경기도 수원시 팔달구 우만2동(4111572000),"17,301",70,70,"8,653",42,42,"8,648",28,28
경기도 수원시 팔달구 인계동(4111573000),"38,606",159,159,"19,499",70,70,"19,107",89,89
경기도 수원시 팔달구 행궁동(4111574000),"10,932",29,29,"5,835",17,17,"5,097",12,12
경기도 수원시 영통구 (4111700000),"369,146","2,536","2,536","185,107","1,299","1,299","184,039","1,237","1,237"
경기도 수원시 영통구 매탄1동(4111751000),"18,456",77,77,"9,283",34,34,"9,173",43,43
경기도 수원시 영통구 매탄2동(4111752000),"15,172",54,54,"7,545",29,29,"7,627",25,25
경기도 수원시 영통구 매탄3동(4111753000),"36,345",157,157,"18,813",91,91,"17,532",66,66
경기도 수원시 영통구 매탄4동(4111754000),"22,047",93,93,"10,844",55,55,"11,203",38,38
경기도 수원시 영통구 원천동(4111755000),"39,197",343,343,"19,840",174,174,"19,357",169,169
경기도 수원시 영통구 영통1동(4111757000),"36,063",264,264,"17,780",133,133,"18,283",131,131
경기도 수원시 영통구 영통2동(4111758000),"26,816",318,318,"14,158",174,174,"12,658",144,144
경기도 수원시 영통구 영통3동(4111758500),"32,931",158,158,"16,792",76,76,"16,139",82,82
경기도 수원시 영통구 망포1동(4111759300),"31,753",211,211,"15,984",110,110,"15,769",101,101
경기도 수원시 영통구 망포2동(4111759600),"28,353",300,300,"14,167",149,149,"14,186",151,151
경기도 수원시 영통구 광교1동(4111760000),"53,312",314,314,"26,039",147,147,"27,273",167,167
경기도 수원시 영통구 광교2동(4111761000),"28,701",247,247,"13,862",127,127,"14,839",120,120
경기도 성남시 (4113000000),"940,746","4,796","4,796","465,702","2,419","2,419","475,044","2,377","2,377"
경기도 성남시 수정구 (4113100000),"242,157","1,236","1,236","122,416",627,627,"119,741",609,609
경기도 성남시 수정구 신흥1동(4113151000),"13,501",36,36,"7,076",17,17,"6,425",19,19
경기도 성남시 수정구 신흥2동(4113152000),"19,856",149,149,"9,733",78,78,"10,123",71,71
경기도 성남시 수정구 신흥3동(4113153000),"11,202",38,38,"5,820",19,19,"5,382",19,19
경기도 성남시 수정구 태평1동(4113154000),"15,513",36,36,"7,901",18,18,"7,612",18,18
경기도 성남시 수정구 태평2동(4113155000),"15,675",54,54,"7,876",26,26,"7,799",28,28
경기도 성남시 수정구 태평3동(4113156000),"13,535",39,39,"6,931",26,26,"6,604",13,13
경기도 성남시 수정구 태평4동(4113156100),"13,506",42,42,"6,807",21,21,"6,699",21,21
경기도 성남시 수정구 수진1동(4113157000),"12,589",34,34,"6,532",17,17,"6,057",17,17
경기도 성남시 수정구 수진2동(4113158000),"16,061",61,61,"8,079",37,37,"7,982",24,24
경기도 성남시 수정구 단대동(4113159000),"15,838",74,74,"7,840",40,40,"7,998",34,34
경기도 성남시 수정구 산성동(4113160000),"11,704",42,42,"6,009",18,18,"5,695",24,24
경기도 성남시 수정구 양지동(4113161000),"9,953",31,31,"4,913",12,12,"5,040",19,19
경기도 성남시 수정구 복정동(4113162000),"11,099",94,94,"6,112",43,43,"4,987",51,51
경기도 성남시 수정구 위례동(4113162500),"45,507",346,346,"22,265",174,174,"23,242",172,172
경기도 성남시 수정구 신촌동(4113163000),"4,781",43,43,"2,529",25,25,"2,252",18,18
경기도 성남시 수정구 고등동(4113164000),"8,530",96,96,"4,232",51,51,"4,298",45,45
경기도 성남시 수정구 시흥동(4113165000),"3,307",21,21,"1,761",5,5,"1,546",16,16
경기도 성남시 중원구 (4113300000),"215,975","1,077","1,077","109,362",525,525,"106,613",552,552
경기도 성남시 중원구 성남동(4113351000),"33,735",194,194,"17,452",96,96,"16,283",98,98
경기도 성남시 중원구 중앙동(4113352500),"14,083",68,68,"7,473",39,39,"6,610",29,29
경기도 성남시 중원구 금광1동(4113353000),"7,031",36,36,"3,607",17,17,"3,424",19,19
경기도 성남시 중원구 금광2동(4113354000),"24,551",93,93,"11,993",45,45,"12,558",48,48
경기도 성남시 중원구 은행1동(4113355000),"10,636",34,34,"5,195",17,17,"5,441",17,17
경기도 성남시 중원구 은행2동(4113356000),"24,572",92,92,"12,215",39,39,"12,357",53,53
경기도 성남시 중원구 상대원1동(4113357000),"25,915",154,154,"13,419",71,71,"12,496",83,83
경기도 성남시 중원구 상대원2동(4113358000),"13,822",34,34,"7,187",22,22,"6,635",12,12
경기도 성남시 중원구 상대원3동(4113359000),"12,582",41,41,"6,592",18,18,"5,990",23,23
경기도 성남시 중원구 하대원동(4113366000),"21,194",125,125,"10,690",60,60,"10,504",65,65
경기도 성남시 중원구 도촌동(4113367000),"27,854",206,206,"13,539",101,101,"14,315",105,105
경기도 성남시 분당구 (4113500000),"482,614","2,483","2,483","233,924","1,267","1,267","248,690","1,216","1,216"
경기도 성남시 분당구 분당동(4113551000),"26,421",114,114,"13,010",62,62,"13,411",52,52
경기도 성남시 분당구 수내1동(4113552000),"18,107",57,57,"8,622",22,22,"9,485",35,35
경기도 성남시 분당구 수내2동(4113553000),"10,682",24,24,"5,216",10,10,"5,466",14,14
경기도 성남시 분당구 수내3동(4113554000),"14,032",29,29,"6,951",15,15,"7,081",14,14
경기도 성남시 분당구 정자동(4113554500),"19,792",137,137,"9,862",66,66,"9,930",71,71
경기도 성남시 분당구 정자1동(4113555000),"31,034",125,125,"14,568",60,60,"16,466",65,65
경기도 성남시 분당구 정자2동(4113556000),"15,990",113,113,"7,587",63,63,"8,403",50,50
경기도 성남시 분당구 정자3동(4113557000),"15,542",79,79,"7,520",41,41,"8,022",38,38
경기도 성남시 분당구 서현1동(4113558000),"32,386",144,144,"15,640",68,68,"16,746",76,76
경기도 성남시 분당구 서현2동(4113559000),"18,801",109,109,"9,269",61,61,"9,532",48,48
경기도 성남시 분당구 이매1동(4113560000),"26,027",157,157,"12,716",88,88,"13,311",69,69
경기도 성남시 분당구 이매2동(4113561000),"13,835",39,39,"6,784",19,19,"7,051",20,20
경기도 성남시 분당구 야탑1동(4113562000),"17,672",102,102,"8,768",39,39,"8,904",63,63
경기도 성남시 분당구 야탑2동(4113563000),"16,829",71,71,"8,006",42,42,"8,823",29,29
경기도 성남시 분당구 야탑3동(4113564000),"29,136",215,215,"14,363",116,116,"14,773",99,99
경기도 성남시 분당구 판교동(4113565000),"23,992",132,132,"11,750",69,69,"12,242",63,63
경기도 성남시 분당구 삼평동(4113565500),"24,950",141,141,"12,172",73,73,"12,778",68,68
경기도 성남시 분당구 백현동(4113565700),"27,714",117,117,"13,369",59,59,"14,345",58,58
경기도 성남시 분당구 금곡동(4113566200),"28,872",147,147,"13,538",81,81,"15,334",66,66
경기도 성남시 분당구 구미1동(4113566500),"17,814",117,117,"8,624",59,59,"9,190",58,58
경기도 성남시 분당구 구미동(4113567000),"31,449",159,159,"15,099",83,83,"16,350",76,76
경기도 성남시 분당구 운중동(4113568000),"21,537",155,155,"10,490",71,71,"11,047",84,84
경기도 의정부시 (4115000000),"460,390","2,259","2,259","226,656","1,175","1,175","233,734","1,084","1,084"
경기도 의정부시 의정부1동(4115051000),"31,515",93,93,"16,078",52,52,"15,437",41,41
경기도 의정부시 의정부2동(4115052000),"31,239",154,154,"15,480",95,95,"15,759",59,59
경기도 의정부시 호원1동(4115054500),"36,297",164,164,"17,703",99,99,"18,594",65,65
경기도 의정부시 호원2동(4115055500),"35,314",136,136,"17,124",75,75,"18,190",61,61
경기도 의정부시 장암동(4115056100),"20,728",90,90,"9,880",46,46,"10,848",44,44
경기도 의정부시 신곡1동(4115056700),"44,031",172,172,"21,676",86,86,"22,355",86,86
경기도 의정부시 신곡2동(4115056800),"48,111",207,207,"23,335",111,111,"24,776",96,96
경기도 의정부시 송산1동(4115057300),"38,065",223,223,"18,889",114,114,"19,176",109,109
경기도 의정부시 송산2동(4115057600),"33,903",170,170,"16,781",90,90,"17,122",80,80
경기도 의정부시 송산3동(4115057800),"46,547",438,438,"22,641",196,196,"23,906",242,242
경기도 의정부시 자금동(4115058000),"27,163",122,122,"13,284",69,69,"13,879",53,53
경기도 의정부시 가능동(4115059500),"26,129",127,127,"13,051",61,61,"13,078",66,66
경기도 의정부시 흥선동(4115061500),"19,151",72,72,"9,656",34,34,"9,495",38,38
경기도 의정부시 녹양동(4115062000),"22,197",91,91,"11,078",47,47,"11,119",44,44
경기도 안양시 (4117000000),"551,296","2,966","2,966","272,550","1,500","1,500","278,746","1,466","1,466"
경기도 안양시 만안구 (4117100000),"239,947","1,254","1,254","120,116",629,629,"119,831",625,625
경기도 안양시 만안구 안양1동(4117151000),"12,729",77,77,"6,325",37,37,"6,404",40,40
경기도 안양시 만안구 안양2동(4117152000),"21,861",118,118,"10,960",54,54,"10,901",64,64
경기도 안양시 만안구 안양3동(4117153000),"16,835",65,65,"8,404",36,36,"8,431",29,29
경기도 안양시 만안구 안양4동(4117154000),"7,285",18,18,"3,638",12,12,"3,647",6,6
경기도 안양시 만안구 안양5동(4117155000),"10,840",50,50,"5,408",21,21,"5,432",29,29
경기도 안양시 만안구 안양6동(4117156000),"21,085",121,121,"10,864",62,62,"10,221",59,59
경기도 안양시 만안구 안양7동(4117157000),"15,957",136,136,"7,844",64,64,"8,113",72,72
경기도 안양시 만안구 안양8동(4117158000),"11,028",43,43,"5,718",25,25,"5,310",18,18
경기도 안양시 만안구 안양9동(4117158100),"17,711",83,83,"8,743",45,45,"8,968",38,38
경기도 안양시 만안구 석수1동(4117159000),"19,929",126,126,"9,777",64,64,"10,152",62,62
경기도 안양시 만안구 석수2동(4117160000),"32,612",162,162,"16,302",78,78,"16,310",84,84
경기도 안양시 만안구 석수3동(4117161000),"13,736",57,57,"6,900",29,29,"6,836",28,28
경기도 안양시 만안구 박달1동(4117162100),"15,399",46,46,"7,757",25,25,"7,642",21,21
경기도 안양시 만안구 박달2동(4117163000),"22,940",152,152,"11,476",77,77,"11,464",75,75
경기도 안양시 동안구 (4117300000),"311,349","1,712","1,712","152,434",871,871,"158,915",841,841
경기도 안양시 동안구 비산1동(4117351000),"21,724",112,112,"10,590",57,57,"11,134",55,55
경기도 안양시 동안구 비산2동(4117352000),"11,127",66,66,"5,388",34,34,"5,739",32,32
경기도 안양시 동안구 비산3동(4117353000),"18,528",74,74,"9,155",36,36,"9,373",38,38
경기도 안양시 동안구 부흥동(4117354000),"17,664",77,77,"8,504",34,34,"9,160",43,43
경기도 안양시 동안구 달안동(4117354600),"11,183",107,107,"5,091",54,54,"6,092",53,53
경기도 안양시 동안구 관양1동(4117355000),"37,168",170,170,"18,197",76,76,"18,971",94,94
경기도 안양시 동안구 관양2동(4117356000),"19,396",108,108,"9,817",57,57,"9,579",51,51
경기도 안양시 동안구 부림동(4117356600),"27,547",266,266,"13,350",145,145,"14,197",121,121
경기도 안양시 동안구 평촌동(4117357000),"15,113",82,82,"7,418",46,46,"7,695",36,36
경기도 안양시 동안구 평안동(4117357600),"24,139",133,133,"11,766",72,72,"12,373",61,61
경기도 안양시 동안구 귀인동(4117357800),"16,870",22,22,"8,314",14,14,"8,556",8,8
경기도 안양시 동안구 호계1동(4117358000),"8,238",86,86,"4,179",40,40,"4,059",46,46
경기도 안양시 동안구 호계2동(4117359000),"20,524",143,143,"10,088",72,72,"10,436",71,71
경기도 안양시 동안구 호계3동(4117360000),"22,064",117,117,"11,101",62,62,"10,963",55,55
경기도 안양시 동안구 범계동(4117361000),"15,484",78,78,"7,430",34,34,"8,054",44,44
경기도 안양시 동안구 신촌동(4117362000),"13,334",42,42,"6,552",23,23,"6,782",19,19
경기도 안양시 동안구 갈산동(4117363000),"11,246",29,29,"5,494",15,15,"5,752",14,14
경기도 부천시 (4119000000),"819,990","4,102","4,102","406,839","2,144","2,144","413,151","1,958","1,958"
경기도 부천시 심곡동(4119060300),"64,347",226,226,"32,609",126,126,"31,738",100,100
경기도 부천시 부천동(4119060600),"90,195",400,400,"45,178",197,197,"45,017",203,203
경기도 부천시 중동(4119061000),"42,003",185,185,"20,724",96,96,"21,279",89,89
경기도 부천시 신중동(4119074200),"131,829",799,799,"63,830",423,423,"67,999",376,376
경기도 부천시 상동(4119074400),"86,830",535,535,"42,660",261,261,"44,170",274,274
경기도 부천시 대산동(4119074600),"82,023",392,392,"40,632",221,221,"41,391",171,171
경기도 부천시 소사본동(4119075000),"57,354",323,323,"28,311",178,178,"29,043",145,145
경기도 부천시 범안동(4119079500),"96,453",607,607,"47,337",309,309,"49,116",298,298
경기도 부천시 성곡동(4119080000),"84,184",291,291,"42,208",145,145,"41,976",146,146
경기도 부천시 오정동(4119083000),"84,772",344,344,"43,350",188,188,"41,422",156,156
경기도 광명시 (4121000000),"300,092","1,572","1,572","148,104",797,797,"151,988",775,775
경기도 광명시 광명1동(4121051000),"1,099",3,3,578,1,1,521,2,2
경기도 광명시 광명2동(4121052000),"3,904",21,21,"1,972",8,8,"1,932",13,13
경기도 광명시 광명3동(4121054000),"9,884",19,19,"4,787",14,14,"5,097",5,5
경기도 광명시 광명4동(4121055000),"14,226",65,65,"6,952",35,35,"7,274",30,30
경기도 광명시 광명5동(4121056000),"14,797",59,59,"7,302",24,24,"7,495",35,35
경기도 광명시 광명6동(4121057000),"10,901",41,41,"5,371",18,18,"5,530",23,23
경기도 광명시 광명7동(4121058000),"16,976",60,60,"8,380",29,29,"8,596",31,31
경기도 광명시 철산1동(4121059000),"11,319",57,57,"5,574",28,28,"5,745",29,29
경기도 광명시 철산2동(4121060000),"10,344",23,23,"5,435",12,12,"4,909",11,11
경기도 광명시 철산3동(4121061000),"32,968",127,127,"16,133",62,62,"16,835",65,65
경기도 광명시 철산4동(4121062000),"13,552",103,103,"6,759",55,55,"6,793",48,48
경기도 광명시 하안1동(4121063100),"26,584",108,108,"13,277",53,53,"13,307",55,55
경기도 광명시 하안2동(4121063200),"14,218",135,135,"6,727",73,73,"7,491",62,62
경기도 광명시 하안3동(4121063300),"20,819",136,136,"9,831",62,62,"10,988",74,74
경기도 광명시 하안4동(4121063400),"12,729",96,96,"6,191",45,45,"6,538",51,51
경기도 광명시 소하1동(4121064000),"32,222",130,130,"15,757",76,76,"16,465",54,54
경기도 광명시 소하2동(4121065000),"51,327",385,385,"25,810",202,202,"25,517",183,183
경기도 광명시 학온동(4121066000),"2,223",4,4,"1,268",0,0,955,4,4
경기도 평택시 (4122000000),"534,343","3,602","3,602","275,968","1,785","1,785","258,375","1,817","1,817"
경기도 평택시 팽성읍(4122025000),"27,553",97,97,"14,063",50,50,"13,490",47,47
경기도 평택시 안중읍(4122025300),"43,703",286,286,"22,469",150,150,"21,234",136,136
경기도 평택시 포승읍(4122025600),"24,026",138,138,"14,381",70,70,"9,645",68,68
경기도 평택시 청북읍(4122025900),"26,467",234,234,"13,977",110,110,"12,490",124,124
경기도 평택시 진위면(4122031000),"11,382",32,32,"6,232",15,15,"5,150",17,17
경기도 평택시 서탄면(4122032000),"3,681",13,13,"2,016",7,7,"1,665",6,6
경기도 평택시 고덕면(4122033000),"22,502",221,221,"11,844",101,101,"10,658",120,120
경기도 평택시 오성면(4122034000),"6,704",16,16,"3,566",10,10,"3,138",6,6
경기도 평택시 현덕면(4122037000),"5,322",6,6,"2,792",3,3,"2,530",3,3
경기도 평택시 중앙동(4122051000),"43,885",176,176,"22,500",87,87,"21,385",89,89
경기도 평택시 서정동(4122052000),"25,516",97,97,"12,936",38,38,"12,580",59,59
경기도 평택시 송탄동(4122053500),"19,754",210,210,"10,292",108,108,"9,462",102,102
경기도 평택시 지산동(4122055000),"12,537",53,53,"6,711",26,26,"5,826",27,27
경기도 평택시 송북동(4122056000),"22,061",90,90,"10,988",47,47,"11,073",43,43
경기도 평택시 신장1동(4122057000),"7,479",76,76,"3,734",34,34,"3,745",42,42
경기도 평택시 신장2동(4122058000),"5,767",21,21,"2,917",10,10,"2,850",11,11
경기도 평택시 신평동(4122059000),"22,745",66,66,"11,689",34,34,"11,056",32,32
경기도 평택시 원평동(4122060000),"10,665",46,46,"5,530",27,27,"5,135",19,19
경기도 평택시 통복동(4122061000),"4,098",5,5,"2,142",3,3,"1,956",2,2
경기도 평택시 비전1동(4122062000),"83,579",888,888,"42,400",437,437,"41,179",451,451
경기도 평택시 비전2동(4122063000),"53,677",447,447,"26,618",224,224,"27,059",223,223
경기도 평택시 용이동(4122063500),"24,962",184,184,"12,981",102,102,"11,981",82,82
경기도 평택시 세교동(4122064000),"26,278",200,200,"13,190",92,92,"13,088",108,108
경기도 송탄출장소 (4122200000),0,0,0,0,0,0,0,0,0
경기도 안중출장소 (4122400000),0,0,0,0,0,0,0,0,0
경기도 동두천시 (4125000000),"94,199",403,403,"46,959",192,192,"47,240",211,211
경기도 동두천시 생연1동(4125051000),"7,007",29,29,"3,482",14,14,"3,525",15,15
